lemma	sense_num	definition	ontonotes_sense_examples	visualness_label
give	3	(intentionally)grant, decree, assign or force upon	"Will she give him a divorce?
The plan gives them two years to pay back the loan.
The administrator gave exemptions to anyone who had joined before 1997.
You should give your children as much freedom as they can responsibly handle.
The judge gave the man 20 years in prison.
She gave him the week off.
Please give me another chance!
You gave him an opportunity of showing greatness of character and he did not seize it."	0.0
give	4	be the source of (unintentionally or naturally)	"The large window gave us our view of the sea.
Last year the farm gave us a bumper crop.
This is giving me an idea!
That boy is giving us all sorts of trouble.
We want this building to give visitors a sense of welcome.
Isaac Newton gave us calculus.
Rich food will give him indigestion.
The wet ceiling gave evidence of a leak in the roof.
That painting technique gives interesting texture to the walls.
The new law gave rise to many complaints."	0.0
give	5	relinquish, yield, fail	"My dog settled in on the couch and wouldn't give an inch.
The dam looks ready to give any minute!
She's a tough leader who won't give under pressure.
You must give in to my demands.
The engine finally gave out.
Our supply of water will give out in a few days.
Don't give up now!
She gave up the right to her children when she abandoned them.
You really should give up smoking.
He gave vent to his emotions.
The bridge just gave way.
Aspens give way to pines as you approach the summit."	0.0
give	6	communicate nonverbally, intentionally or not	"He gave me a wink.
He will give the sign to sit down.
He gave me to think he would vote yes on the referendum."	0.0
give	7	hold or organize an event	"I'm going to give a reception for the new dean.
That band won't be giving another concert in our town this year.
I came to New York City and gave a speech to high profile members of the media."	0.0
give	8	administer	"I gave the baby his medicine.
The bypasser was able to give CPR to the stricken man.
He gave the plants a good watering before he left.
The nurse gave care to the wounded."	1.0
give	9	emit	"He gave a shudder at the thought.
We gave a collective gasp at the beautiful fireworks display.
The chimney gave forth a thick smoke.
That new radio gives off a strange odor.
This radiator gives out a lot of heat."	0.0
give	10	estimate, calculate, predict	"I gave the project a 50-50 chance of success, but John gave it better odds.
His doctor is giving him the prognosis of a full recovery."	0.0
give	11	provide access	The French doors give onto a terrace.	1.0
give	12	occur	What gives?	0.0
give	13	execute and deliver	Wilson appointed Moore and gave bond and security and took the oath according to law.	0.0
measure	1	discover the size, amount, or measurement of something	"They are measuring mercury levels in the water.
Is it possible to measure the energy of a single electron?
Mary will be measured for her wedding gown next week. (her dimensions) We need to measure out the size of the cabinets.
Bill measured out vitamin pills on the kitchen counter.
A panel of 5 independent judges will measure each performance on a scale of 1 to 10.
A new community index measures Chicago neighborhoods' 'potential.'"	1.0
measure	2	judge the quality, effect, importance, or value of something	"He always measured himself against his older brother.
They will be measured by their ability to lead others.
They are trying to measure what the public's reaction will be to this new bill.
Their teacher said that a person should be measured by deed not by word.
There is no way of measuring the damage done to morale."	1.0
measure	3	to be of a particular size; have certain dimensions	"This room measures twelve feet by fourteen feet.
The little girl measured only to her father's waist.
That redwood measures six feet around at the base."	1.0
measure	4	choose or control with restraint	"He should measure his conduct in that environment.
The president measured his words carefully as he announced the coming layoffs."	0.0
measure	5	qualify, meet requirements	"The students at that university don't measure up to the ones here.
Pete could never measure up to his parents' expectations for him.
Their push into new retail market segments hasn't measured up as planned."	0.0
say	1	an agent expresses or communicates a concept through words	"He said that he wanted to marry her.
He says he is innocent.
I say we forget the whole thing.
I said to forget the whole thing.
She said 'no' and left us standing there.
The teacher said the student had to go to the principal's office.
Will you please say grace for us?
We said farewell to our family and friends as we embarked on our mission."	0.0
say	2	to indicate something through a physical, non-verbal medium	"Jackson Pollock's paintings say nothing to me.
The clock said noon when they arrived at the inn.
Does the fuel gauge say empty?
His eyes said farewell."	0.0
say	3	express a supposition; usually occurs with the expression 'let us'	"Let's say you had a lot of money--what would you do?
Let us say that Colonel Mustard committed the murder in the library with the candlestick.
Say you had a free ticket to Europe. Where would you go?"	0.0
say	4	a written document's specific wording	"Does that statute say anything about what constitutes malpractice?
The poker handbook says a flush beats a full house.
The article says the following about diving on Grand Cayman."	0.0
say	5	physical act of articulating or pronouncing speech sounds	"I can't say Danish vowels very well.
Try to say 'she sells sea shells by the sea shore' fast, three times.
Can that child say two-syllable words yet?"	1.0
file	1	officially register something, as a document or claim	"Tom and Mary have filed for divorce.
They are not going to file charges against the tire manufacturer.
We filed our taxes early this year.
The neighbors filed a complaint about the loud parties next door."	0.0
file	2	smooth a surface with an instrument	"Sally filed her fingernails with an emory board.
He filed the edges smooth on the metal bar."	1.0
file	3	proceed in a line	"The protesters filed peacefully down Main Street.
The parents watched their children file in wearing costumes.
The ballet troupe filed out, each one bowing as they exited the stage."	1.0
file	4	place or store according to a systematic scheme	"File these papers.
I need a new folder to file these bills.
File these specimens in the second drawer.
John files away the theater bills from every Broadway show."	1.0
curl	1	(cause to) form, shape, or twist into curls	"He curled up by Mother Bear to get warm, and he tried to go back to sleep, but he was worried.
She curled her hair by dipping a hairbrush in water and twirling sections of hair around a rung from a discarded chair.
A fire crackled cheerily and blue smoke curled upward and a savory odor of hot coffee hung in the air.
The road curled around open fields overgrown with weeds, up onto a hill that gave a beautiful panoramic view of the main highway that passes by Jarinu."	1.0
curl	2	play the Scottish game of curling	"In 1959, the competition was held in Quebec City and he curled third for the McDonald team.
Now he curled the ball back to trap Cook plumb in front."	1.0
dress	1	put on clothes, groom, give a neat appearance	"We need to dress quickly.
Parents must feed and dress their children.
She dresses in the latest Paris fashion.
She likes to dress when going to the opera.
Dress the horse in furs.
I'll dress my hair for the wedding."	1.0
dress	2	put a finish on	Dress the surface smooth.	1.0
dress	3	Prepare, line up	"Dress the turkey to prepare for Thanksgiving.
Dress the troops"	1.0
dress	4	garnish, decorate	"Dress the windows with long curtains.
Dress the salad greens lightly with olive oil."	1.0
dress	5	Cut back, prune, cut down	"Dress the plants in the garden.
Dress the lumber to your specifications."	1.0
dress	6	convert to leather	Dress the tanned skins.	1.0
dress	7	apply a bandage	Dress the wound with a sterile bandage.	1.0
fill	1	To make or become full, as in a physical container	"Please fill this container.
Her praise filled the child with pride.  (metaphoric extension) The dentist filled the cavity.
You've filled the space with great ideas!
I filled the beaker with boiling water and waited for the coffee to brew.
They filled the hole with dirt.
The liquid fills the container.
The pool filled slowly with water.
The theater quickly filled up."	1.0
fill	2	employ or become employed in a position	"She filled the job as director of development.
They quickly filled the position with one of the many qualified applicants.
The company kept the job vacancy open until it could be filled.
I have never filled a job so quickly in my entire career.
Federal agencies fill jobs two ways, competitively and noncompetitively."	0.0
fill	3	meet or satisfy a want or need, supplement          or make complete	"The volunteer experience was fun, educational and filled a need in our community.
This church has evidently filled a want.
Crime and horror comics filled a desire by that era's youth to experience some of the excitement the y imagined was part of World War II.
This realization filled him suddenly and completely, leaving him feeling at peace.
She had a hunger that longed to be filled.
He filled up on turkey.
They filled the bill in every way.
A guest host filled in for Letterman.
The assistant coach filled in for part of last season.
The Florida Marlins filled out their coaching staff Wednesday.
Filmmaker Mitch Davis has filled out his cast with appealing fresh faces."	0.0
fill	4	write all the required information	"Fill out this questionnaire, please!
Make sure to fill in all the blanks.
The form will be automatically filled out for you.
If they are logged in, the name is filled in for them."	1.0
fill	5	supply with information	"She filled me in on a few points of Turkish culture.
Craig filled me in on the challenges your sales department is facing.
I was drawn to his office, dropping by to fill him in on what was happening."	0.0
fill	6	use a shade, color, or pattern	"Ask students to use a red, blue, and yellow oil pastel to fill in the primary colors.
Set the layers blending option to Hue, then fill in the selection by clicking inside it with the Paint Bucket tool.
The picture will be repeated like a piece of tile to completely fill in the background of your page."	1.0
fill	7	to make or become larger, more substantial	"His new health book was titled, ""Business Eating on the Run: How to Fill Up Without Filling Out."" You are still a teen - which means your body is still growing, filling out and adjusting itself to its ideal, mature weight and proportion.
The downy parts of feathers as well as feathers that are totally downy provide insulation and filling out body contours.
You will be growing taller and your body will be filling out."	1.0
sell	1	trade, deal, or execute a commercial transaction	"He sold the house in January.
Harry Potter books have been selling like hotcakes.
Movies usually help to sell the video games that are based on them.
His uncle sells produce.
She didn't want to sell shoes the rest of her life.
They are selling oil illegally."	1.0
sell	2	persuade or achieve acceptance	"The idea of gun control doesn't sell well in rural areas.
She has sold them on the idea of redecorating their home.
She has sold the idea of redecorating to them."	0.0
sell	3	relinquish,surrender (usually pejorative)	"She sold her principles for a successful career.
Judas sold Jesus.
You sold her out to the wolves."	0.0
sell	4	underestimate the real value or ability of	Don't sell yourself short in college admission essays.	0.0
sell	5	get rid of one's goods or possessions	"They sold off their property before they moved.
At what price do we sell out out souls?
I was fed up with this city, so I sold up all my personal property and moved."	1.0
sell	6	selling of securities or commodities at advantageous terms	"Investors who sell short believe the price of the stock will fall.
So you have sold short 100 shares at $90 each."	0.0
lie	1	be or become situated, often in a horizontal position	"Your book is lying on the hall table.
They see nothing lying in the path of a successful IPO for their firm.
He likes to lie on the sofa and drink a scotch after work.
As you lie still, the scanner parts revolve around you.
John decided to lie on the floor because he was dizzy.
All he does is lie around!
Sometimes I lay awake at night and wonder.
Gardai lay in wait to trap post office raiders.
Your problem lies with these clogged fuel lines.
The decision of whether or not to bomb the nuclear plant lies with the president.
Its danger lies in its strident assertions of falsehoods.
Love many things, for therein lies the true strength.
Volcanos can lie dormant for thousands of years.
John wetted his hair to make it lie flat.
That island lies due west of Panama.
Let sleeping dogs lie.
Here lies Billy Brown, lost at sea and never found."	1.0
lie	2	tell a falsehood or untruth	"The corporate officers may have lied under oath.
Don't lie to me.
Mary thinks the papers lie about certain current events."	0.0
lie	4	have sex, have intercourse	He lay with women of every class, from rich to poor, and sired many children.	0.0
sit	1	(cause to) assume or be in a seated position	"We are training our dog to sit.
He came and sat next to me.
Marilyn sat on the shore for hours, wondering what to do next.
I would like the visiting salespeople to sit at the head table.
How many times do I have to tell you to sit up straight!
The child's father sat her down on a chair.
The host sat me next to my friend.
He sat back in his chair at first, and spoke like a weary man."	1.0
sit	2	be located; occupy a particular location	"The encyclopedia sits on my shelf at home, gathering dust.
The village sits at the bottom of the valley.
The coat sits very well on you."	1.0
sit	3	be inactive or indifferent; wait out	"You can't just sit back and wait for job offers to come to you.
Don't just sit by while your rights are violated!
Sometimes I just sit back and let the world write itself.
He sat out the game with an undisclosed injury.
The government is prepared to sit out the strike rather than agree to union demands.
You'd better sit tight, and I'll call the doctor."	0.0
sit	4	participate in a session, event, or activity	"The court will sit tomorrow morning.
She sat for the artist many times.
Can I sit in on your class?"	0.0
sit	5	stay awake (usually through the night)	"The book was so interesting that I sat up all night reading it.
I'll be late tonight, so don't sit up to wait for me."	0.0
sit	6	ride an animal	"You've never sat a horse?
Being able to sit a horse at a canter takes patience."	1.0
sit	7	babysit	"There's no way they'd trust them to baby-sit their children.
Ms. Davidson has someone sitting her kids a lot of Saturday nights."	1.0
perform	1	do, execute deeds or actions	"He performed his daughter's wedding.
The children are underperforming on their reading tasks.
They perform their duties admirably.
The company performed the amazing feat of achieving 22 percent growth last quarter."	1.0
perform	2	re-create or re-enact through an artistic medium	"They are performing Beethoven's Ninth at Symphony Hall tonight.
His plays were underperformed in the 1970s.
She couldn't perform the role of Lady McBeth with conviction."	1.0
saw	1	cut with a saw	"He sawed the wood into even lengths.
The magician doesn't REALLY saw the woman in half, does he?
This model can saw logs up to 48 inches in diameter."	1.0
saw	2	snore	"Rover only rumbles in his sleep, but Fido really saws logs.
After celebrating with a six-pack, Bruce sawed wood all night."	1.0
travel	1	journey, move or proceed	"We travelled north on Route 508.
He travelled from Rome to Naples by bus.
Do you prefer to travel by plane or by train?
Bands of relatives traveled together.
Waves that have traveled a long way from their source will have undergone much dispersion.
The dust particles traveled around the world in about two weeks.
Trains traveled back and forth all day and night playing a significant part in the growth and economic development of this country.
They always had some food to spare for strangers who happened to travel by.
She has always wanted to travel around the world.
Texas Governor Rick Perry has traveled to Iraq with three other governors in a surprise visit to troops from their states.
Senator Coleman traveled to International Falls to participate in an ice fishing clinic.
We are planning to travel to India next January."	1.0
travel	2	move upon or across	"Oliver Stone traveled the world in 94 days to film the movie.
Artist Michael Parkes traveled the globe in search of meaning.
These were ingenious trees that traveled the oceans of the earth in ready-to-grow packages called propagules.
The busiest day in Maine Turnpike history occurred this year on Friday, August 1, when nearly 247000 vehicles traveled the highway."	1.0
cross	1	(cause to) go or extend across from one side to another	"Look both ways before you cross the road.
We crossed the horses at the ford.
We crossed Canada en route to Alaska.
Cross the bridge and turn right at the first set of traffic lights.
They crossed from Albania into Greece.
We need to take the bridge that crosses the bay.
Numerous fallen trees cross the stream.
After living through World War II, I don't think worrying about the width of her hips ever crossed her mind!
In the last 3 years particle physics has crossed a threshold in its basic understanding of the fundamental nature of neutrinos."	1.0
cross	2	(cause to) meet or intersect	"A settlement grew up where two trade routes crossed.
One day we will cross each other's path.
We crossed each other in the hallway as I was leaving work.
In 1996, fate crossed his path with Edward and he embarked upon that fruitful journey.
Cross your t's and dot your i's."	1.0
cross	3	interfere or obstruct; make angry, frustrated, or annoyed	"Don't cross me!
I wouldn't cross her unless you want to make life difficult for yourself."	0.0
cross	4	fold or entwine body parts in a typical configuration	"Megan crossed her arms and tapped her foot.
Do not cross your legs for long periods of time.
I'm still hoping and crossing my fingers."	1.0
cross	5	mix or breed things of different varieties or qualities	"When you cross a horse with a donkey and get a mule.
In one experiment, Mendel crossed a pea plant that bred true for axial flowers with a pea.
What, I wondered, do you get when you cross a horse with a zebra?
This movie crosses horror with humor."	0.0
cross	6	draw a cross in the air over something	"Before he walked out, he crossed himself and said a short prayer.
I cross my heart and hope to die if that isn't true!"	1.0
cross	7	strike or remove from a list	"If a choice violates the value, cross out the choice.
She crossed tasks off her list as she did them."	0.0
cross	8	act outrageously; move from appropriate to inappropriate	"Recent charges prove Jackson may have crossed the line from bizarre to criminal.
That's it - now they've crossed the line!"	0.0
write	1	communicate or express in writing, compose a piece of writing (i.e. novel)	"Please write to me every week.
Write her soon, please!
He wrote that he would be coming soon.
He wrote a memo to all the employees.
Many listeners wrote in after the controversial radio program.
The employees were asked not to write personal email messages at work.
Sally wrote a scathing letter to the editor.
She has written four novels but not yet published any of them.
Beethoven wrote nine symphonies.
He can help you write your resume.
The teacher asked the students to write about their favorite hobby.
In that book, the author wrote mostly of the earliest period of Greek civilization.
The topic he choose to write on is the history of the electric car.
She used to write copy for Harper's Bazaar.
Igor Stravinsky and Leonard Bernstein both wrote jazz-inspired pieces."	1.0
write	2	the mechanics of forming symbols or alphabetic characters	"The artist wrote Chinese characters on a big piece of white paper.
Russian is written with the Cyrillic alphabet.
The child doesn't yet know how to write his name.
His hands were shaking so hard that he couldn't write.
He quickly erased what he had written.
Her handwriting is so terrible that I can never read what she has written.
Cuneiform refers to the way scribes wrote marks on wet clay.
Can you write down your phone number for me?
When we were children, we would write in code so that our parents couldn't understand."	1.0
write	3	store or record data on a computer	"The company wrote boot instructions on the disk.
I can only write this disk once."	1.0
write	4	create code or computer programs	"She writes code faster than anybody else.
Some BASIC dialects do not allow programmers to write their own procedures.
Programmers can write roughly the same number of lines of code per year regardless of language."	1.0
write	5	reduce the estimated value of something	"For tax purposes you can write off the laser printer.
In December 2001, we wrote down to its estimated fair value our investment."	0.0
write	6	dismiss, concede a loss	"Write it off as a loss.
McCain too quickly wrote off the religious right as a constituency he could draw upon.
They wrote off any criticism as persecution."	0.0
write	7	cast a vote by entering a name on a ballot	"Many voters wrote in the names of strangers.
Four thousand eight hundred people in Texas wrote in the Green candidates on election day.
In Gadsden, some voters wrote in Al Gore instead of checking his name."	1.0
write	8	complete or fill in a form	"Please write the check out to the corporation.
He quickly wrote up a contract.
I just stood there as the cop wrote out the ticket."	1.0
write	9	publicly praise or condemn	"The New York Times wrote him up last week.
Did your boss write you up?"	0.0
beat	1	be superior to, outwit, trounce	"Agassi beat Becker in the tennis championship.
Reading beats watching television.
I beat the traffic.
This beats me!"	1.0
beat	2	Hit, thump, pulsate, sometimes rythmically	"He beat the table with his shoe.
His heart was beating fast.
Beat swords into ploughshares.
The drums beat all night.
The eagle beat its wings.
Beat one's foot rythmically.
The grandfather clock beat midnight.
Beat bushes to rouse animals for hunting."	1.0
beat	3	subject to a beating	The teacher used to beat the students.	1.0
beat	4	glare or strike with intensity	The sun beat upon the head of Jonah.	1.0
beat	5	sail with much tacking	The boat beat in the strong wind.	1.0
beat	6	stir vigorously	Beat the egg whites until they form stiff peaks.	1.0
beat	7	avoid paying	Beat the subway fare.	0.0
beat	8	Make by pounding or trampling	Beat a path through the forest.	1.0
beat	9	Exhaust	"I'm beat.
He was beat after working a long day."	0.0
beat	10	Perplex, puzzle	This beats me!	0.0
beat	11.3	cause to move through force	"We beat back our attackers with a volley of snowballs.
She beat him down to a better price."	1.0
tie	1	fasten or restrain something/body to another	"They tied the prisoners hands behind him.
John said he is tied to his desk this weekend. (figurative) Their IT department is hindered by being tied to such an old operating system.
Sally thinks Todd is too tied to his past. (figurative) Can you tie these newspapers up with some string?
Traffic is tied up around the bridge where there was a rollover.
Bob tied up the boat at the dock.
For years she was tied down caring for a very sick child.
That sail is not tied down properly.
Bob showed his son how to tie a full Windsor knot.
Tying flies for fly-fishing is quite an art.
Mary tied a beautiful bow on the wrapped gift."	1.0
tie	2	relate or associate one something/body to another	"The detectives are tying these events together into a case.
The business partners are also tied by family connections.
John and Mary will tie the knot on Saturday. (get married) The bonuses are tied to quarterly performance.
These notes are tied across the measure.
This remark ties in with what we were discussing yesterday.
These data don't tie in well with earlier experiments.
Is the allergy tied to dairy products, for example?
Can you tie his behaviour up with anything that's happened recently?"	0.0
tie	3	draw, have equal scores in a game	"Mary and Sally tied for first place.
The teams can't tie, they will play overtime until one of them wins.
We tied with a team from the south in the championships."	0.0
tie	4	attack with vigor	"He tied into the students for their insolence and lack of self discipline.
I was surprised when Joan tied into Bill at the last meeting."	1.0
tie	5	get drunk	"Pete really tied one on last night at the fraternity's keg party.
He ties one on almost every night these days."	1.0
chase	1	go after quickly (with the intention of catching)	"The policeman chased the mugger down the alley.
He said now he chases storms so he can understand them better.
We need to chase down the facts before making any accusations.
She chased all over the city searching for the right size.
He chased after fame his entire life."	1.0
chase	2	pursue sexually or romantically	"And she asks him if it's true he chases girls.
Krista chased him shamelessly, but he never even gave her the time of day."	0.0
chase	3	cause to go away; drive away	"He chased the children out of his backyard.
The common cold could be chased away by an ancient Japanese plant.
An evening with good friends can chase away the blues.
Are women being chased out of the blogosphere?"	1.0
chase	4	cut grooves or furrows	It sparkles in the light from the way the silver was chased.	1.0
stir	1	(cause to) begin moving; change the position of	"He stirred in his seat.
When the thunder started, the children began to stir.
Your blasphemy will stir the spirits!
The night breeze stirred her flimsy skirt.
Wind and wave action from the hurricane stirred up sediments and chlorophyll."	1.0
stir	2	arouse feelings in, provoke, agitate, foment, urge, incite	"The movie stirred him in ways he didn't understand.
The sea air stirred his appetite.
She wanted a job that would pay the bills and stir her soul.
Seeing him again stirred up all her old feelings of resentment.
He is always stirring up trouble."	0.0
stir	3	move an implement through with a circular motion, mix	"Always stir the paint before you begin.
Next, stir the nuts into the batter."	1.0
surf	1	ride the waves of the sea with a surfboard	She surfed in California this summer.	1.0
surf	2	browse casually and randomly	He surfed the internet.	1.0
surf	3	switch channels on television	She surfed the channels until she found her favorite show.	1.0
play	1	engage in a fun or recreational (childlike) activity	"The children are playing across the street.
Life is short, play hard.
Let's play hide-and-seek.
My dog likes to play 'keep away' with his ball."	1.0
play	2	engage in or make moves related to competition or sport	"They played cards far into the night.
Do you want to play tennis with me tomorrow?
Princeton plays Yale this weekend.
The Democrats still have a couple of cards to play before November.
She played a good backhand last night.
The grand master played a spectacular opening in the first game of the chess tournament.
They'll be playing the new catcher in tonight's game.
Defense attorneys and the accused inevitably played the pity card."	1.0
play	3	behave in a certain way; have a specific effect or outcome	"Money is playing a big role in his decision to take the job.
That boy played no part in the vandalism.
I think we should play it safe.
She wasn't playing fair during the custody battle.
Storms play havoc with New England phone services."	0.0
play	4	perform or transmit music	"The band played all night long.
The radio is playing my favorite song.
She played some very difficult Beethoven at the recital.
Can you play the guitar?
Can you play my favorite record?
The stereo was playing chidren's song when I arrived."	1.0
play	5	perform/act a role, pretend	"He usually plays a villain in films.
She plays the lead in Evita.
The show only played three nights before closing.
Can your dog play dead?
Banderas was also very good playing the innocent and helpless man."	1.0
play	6	wager, bet	"He used to play the ponies a lot.
They played the casinos every night in Las Vegas.
I'd play my money on the horse from Tennessee."	0.0
play	7	toy, fiddle, or trifle with; act without the expected seriousness	"He plays the stockmarket a little on the side.
She really knows how to play on their emotions, doesn't she?
She has played with the idea of starting a dating service.
Stop playing with me!
That's as dangerous as playing with fire!
Stop playing with your keychain!
I've played with that idea for a long time."	0.0
play	8	be interpreted or received	That campaign speech won't play well in Peoria.	0.0
play	9	move freely (usually within a bounded space)	"I think this steering wheel is playing too much.
The city lights played over the still waters.
The spotlights played on the politicians."	0.0
play	10	run or operate	The fountains played all day.	0.0
play	11	FISHING-exhaust by allowing to pull on the line	John knows how to play a hooked fish.	1.0
play	12.1	PLAY ALONG-cooperate or pretend to cooperate	"He decided to play along with the burglars for the moment.
I don't know where he's going with it, but just play along for now."	0.0
play	12.2	PLAY ALONG-musically accompany	"Children love to play along on the piano and sing their favorite songs.
Is it ok to play the song along with the tape?"	0.0
play	12.3	PLAY AROUND-work or deal with in an amateurish or casual manner	"He plays around with investments but he never makes any money.
I've been playing around with the idea of writing poetry for a while now.
Will you stop playing around? We are trying to get some work done here."	0.0
play	12.4	PLAY AROUND-commit adultery	"He says that he is not merely interested in playing around with her.
He plays around a lot."	0.0
play	12.5	PLAY BACK-reproduce a recording as on a recorder	"They played back the conversation to show that their client was innocent.
Play back the tape you just recorded and listen carefully.
She played back the incident over and over again in her head."	0.0
play	12.6	PLAY DOWN-understate importance or quality of	"A lawyer by profession, he knew he must mentally play down the danger.
Helen played down her disability despite its devastating effect.
She played down her influence on domestic politics."	0.0
play	12.7	PLAY OFF-set into opposition or rivalry	"The winners will play off against each other in the Championship Cup.
Hungarian minimalism plays off against Polish expressionism.
Watt and the guitarist played off of each other putting on a great performance!"	0.0
play	12.8	PLAY OUT-happen or develop; go from beginning to end	"I wonder how this debate will play out.
The way the conference played out last year, you have to be ready every weekend."	0.0
play	12.9	PLAY UP-emphasize, highlight, or exaggerate	"No need to play the story up. The magnitude of the event is implicit in the facts.
James Plum played up his life's setbacks as if they were 'gifts...even treasures'."	0.0
play	12.10	PLAY UP-meet a standard or expectation	"Gillian Apps played up to her title, as she propelled her team to victory.
He's had some weeks where he hasn't played up to his expectations or ours."	0.0
play	12.11	PLAY UP-ingratiate oneself, often with insincere behavior	"It's unbelievable how she plays up to her supervisors.
The cast members so obviously played up to the camera."	0.0
play	12.12	idiomatic expressions		0.0
track	1	make tracks on a surface	Stop tracking mud all over the house!	1.0
track	2	observe, plot, or follow a target	"It's difficult to track an animal over stony ground.
The military use radar satellites to track planes.
The terrorists were tracked to Amsterdam.
Most bears were tracked on snow in spring.
The study tracked the careers of 1226 doctors who trained at the university.
Rocketnews makes it easy to track the news that matters the most to you.
This module allows you to track the progress of a file upload.
They finally found the ship they had tracked through the night."	1.0
track	3	travel a path, traverse a distance	"After hitting the United Kingdom, the storm tracked rapidly east towards Denmark.
We tracked across a sandy seabed, towards the first reef area.
They tracked through forest and across fields for eight kilometers."	1.0
park	1	leave a vehicle in a designated space	"I'll show you how to park your motorcross bike.
Please don't park my Lamborghini next to an SUV.
Where do I park my broomstick?
My grandfather always parks in the handicap spaces.
Mike parked the car illegitimately and put his police badge in the window."	1.0
park	2	place something temporarily	"Don't park your brain outside, you're going to need it.
She parked right next to me on the bench.
This website is a nice place to park your ideas.
Park your coffee on the table.
Here's a great place to park your cash!"	0.0
drink	1	take in a liquid orally	"Drink lots of water on a hot day.
At the picnic the children drank lemonade.
The colt drank its milk thirstily.
The cut roses are drinking their water nicely. (figurative extension) Bob drank three glasses of orange juice."	1.0
drink	2	intake alcohol	"His father drank himself to death.
His religion forbids him to drink or smoke.
The two sailors drank themselves into a stupor in one of the little bars along the docks.
The woman drinks and beats her kids.
I have stopped drinking for lent.
I don't smoke, I drink occasionally."	1.0
drink	3	complete mental immersion or fascination with something	"We stood on the cliffs, drinking in the view of the Pacific Ocean.
He drank in her words of love."	0.0
drink	4	a toast	"I'll drink to that!
Let's drink to the happiness of the bride and groom."	1.0
drink	5	a quality of taste, as with wine	This 1985 Cabernet drinks beautifully!	0.0
reach	1	to attain or arrive at a state, either real or abstract	"We reached land by nightfall.
The water reached the doorstep.
That plane reaches a top speed of 500 mph.
The sunlight never reaches behind that wall.
She reached a can of peaches on the top shelf.
I reached a different conclusion from that data.
The smell of burning wood reached his nostrils.
They reached into their wallets and gave all they could.
She reached her goal of being in the Olympics.
With great effort, the team reached the finals."	1.0
reach	2	establish contact or communication with someone or something	"His message didn't reach the younger voters.
Our advertisements reach millions.
Why didn't you try to reach me yesterday?
She reached inside herself to find the courage.
Campus organization reaches out to local workers."	0.0
reach	3	pass or transfer something (British usage?)	My trusty dwarf and friend, reach me my shield, and hold it while I swear.	1.0
reach	4	labor or exert effort, does not necessarily imply accomplishment of the goal	"I was really reaching to play in that volleyball league.
She was reaching for her high notes during that aria.
He reached for the rope, but missed it by an inch."	1.0
reach	5	extend physically or by influence	"The superhero generated a force field that reached out for several feet.
The 'CSI effect' reaches into real courtrooms."	1.0
lay	1	position or place something	"She tried to lay her head against the window to sleep.
He laid the watch to his ear.
The manager has laid the rumor to rest. (metaphoric) The mother lay the baby in the cradle.
If we could only lay our hands on some good Bordeaux! (figurative)"	1.0
lay	2	to set in order; construct by placing in position	"After dinner, John lay a fire in the study for us.
It's not enough to lay good plans, you must execute them well also.
Those men lay brick for a living.
The foundation for this peace negotiation was laid in the last treaty.
The Railroad Museum will be laying track this spring and summer.
They are laying a trail for the children's 'fox' hunt.
John's political enemies are laying a trap for him."	1.0
lay	3	deposit, as eggs	"Don't kill the goose that lays the golden eggs.
Her most productive hens can lay an egg a day."	1.0
lay	4	impose, levy	"He laid the blame on Mary.
They are laying additional tariffs on hotel and restaurant services."	0.0
lay	5.1	save up for future use	"He lays aside 500 dollars a month for retirement.
I've laid away my mother's china for my daughter to have when she's grown.
They laid in bushels of grain for the winter."	0.0
lay	5.11	multi-word expressions	"He laid claim to the corner office.
That is the most beautiful vase I've ever laid eyes on.
Try to lay your hands on some Cuban cigars.
She really laid it on the line when she confronted her boss.
He was laid to rest on hill overlooking the river.
The invading forces laid waste to the city."	0.0
suck	1	Draw something in by or as if by suction	"You must suck out the poison - there's no time to wait!
Try to suck on a straw.
The baby sucked on the mother's breast.
Mud was sucking at her feet.
A giant vacuum sucks away the dried mud and burnt wrappers.
The current boom in the economy sucked many workers in from abroad.
Suck out the wound using the pipette.
Suck in your cheeks and stomach."	1.0
suck	2	Be inadequate or objectionable.	"This sucks!
That class really sucked."	0.0
suck	3	Provide sexual gratification through oral stimulation.	"Dental dams should be used whenever a partner chooses to suck.
No woman should ever feel obligated to suck a partner off."	1.0
suck	4	Take in; also metaphorically.	"The sponge sucked (up) moisture.
The desert air sucks the moisture right out of you."	1.0
suck	5	Ingratiate oneself to; try to gain favor by flattering.	"She is sucking up to the chairman.
He sucked up to his boss for years before landing a promotion."	1.0
suck	6	Give suck to.	You can't suck your baby in public in some places.	1.0
stack	1	set one thing on top of anoter	"Both armies fixed the spears in the earth and stacked the shields.
He crouched in front of her cupboard and stacked the supper plates inside.
Abby had stacked the rolled-up futon and folded T-shirt on the chair.
We stacked the bales of hay up to clean them.
We stacked the shelves with the best dishes mom gave us."	1.0
stack	2	arrange the order of so as to increase one's winning chances;	"How a lobbyist stacked the deck against internet gambling.
The big resort-casino chains have stacked the odds in their favor.
Dr. Woollard said smokers stacked the odds for premature death."	0.0
stack	3	meet the expectations of	"How does python stack up to language X?
Novels about the Cold War can't stack up to most non-fiction.
Britain's energy policy just doesn't stack up to that of Finland."	0.0
stack	4	put aside for later use	"Our vocabulary stacks away words in our brain for later use.
The equipment and tapes he had stacked away are still there."	1.0
